source,time,talker,text
Iron_Man_Full_Script,,TONY,Take my hand--
Iron_Man_Full_Script,,OBADIAH,"So this is the answer, Tony? This is how you're going to save the world? It's not in you. Your father told me before he died, my boy doesn't have a warrior's heart. I should have listened."
Iron_Man_Full_Script,,TONY,My father never knew me.
Iron_Man_Full_Script,,OBADIAH,But I do. Now we see what Stane is attempting: to manually winch his forearm rocket bay open so he can blast Tony. But his movements unsettle the Dynamo suit and suddenly he begins to slide.
Iron_Man_Full_Script,,OBADIAH,"Goodbye, my boy--"
Iron_Man_Full_Script,,TONY,"This is just the beginning. And now Obadiah shuts the hatch and tumbles away. He plunges down through the ARK's silo, splashes into the plasma which HISSES and swallows him up. Tony remains, shutting his eyes. 173 INT. ARK REACTOR - SECONDS LATER - NIGHT 173 Pepper rises, staring at the bubbling plasma. Not sure who fell in there. She runs out. 174 EXT. ARK REACTOR ROOF - TEN MINUTES LATER - NIGHT 174 Tony frozen in his dead suit. He's not moving. Two flashlights cut the darkness and Tony bats his eyes to see Rhodey and Pepper picking their way towards him. DISSOLVE TO: 175 INT. STARK INDUSTRIES - HALLWAY - MOVING - DAY 175 Tony and Pepper walk along the hallway. Pepper shoves a written statement into his hands."
Iron_Man_Full_Script,,PEPPER,"Here, your alibi. You were on your yacht. I've got port papers that put you in Avalon all night, and sworn statements from fifty of your guests."
Iron_Man_Full_Script,,TONY,"Maybe it was just the two of us. On the yacht, I mean."
Iron_Man_Full_Script,,PEPPER,"Focus, please. Tony grabs an L.A. Times from the pile of papers in her arms, glances at the headline: ""WHO IS THE IRON MAN?"" A grainy newspaper photo of the iron battle at Stark Industries."
Iron_Man_Full_Script,,TONY,"""Iron Man"". Not technically accurate, since it's mostly carbon- fiber and ceramic. But I like the ring of it. ""Iron Man"". They turn a corner. Tony suddenly stops. Meets her eyes."
Iron_Man_Full_Script,,TONY,"You know-- that night at the concert hall. Do you ever think about it? For a moment there is nothing else in the world but the two of them. Then, with a tinge of sadness--"
Iron_Man_Full_Script,,PEPPER,"I don't know what you're talking about, Mr. Stark. She brings her hands up and fixes his unruly tie knot. All business."
Iron_Man_Full_Script,,PEPPER,"Will that be all, Mr. Stark?"
Iron_Man_Full_Script,,TONY,"That will be all Miss Potts. 176 INT. STARK INDUSTRIES LOBBY - MINUTES LATER 176 Rhodey is in mid-speech, in front of assembled reporters."
Iron_Man_Full_Script,,RHODEY,"--I can confirm that a series of military test-prototypes were involved in the incident at Stark Industries last night. I can also confirm that there was, for a brief time, the danger of an Ark Reactor ""incident"", which was rectified without injury to the public -- and all power outages have been restored. Here now, to answer a few brief questions, is Tony Stark. Tony walks out. Takes the podium. Puts a hand up to silence the bubbling questions."
Iron_Man_Full_Script,,TONY,I've seen the papers. I've heard the reports. That's why I want to put an end to all this wild speculation. The truth is-- He looks to Rhodey. To Pepper. To the crowd.
Iron_Man_Full_Script,,TONY,I am Iron Man. The Reporters erupt in a CACOPHONY-- We end on Tony's face.
Iron_Man_Full_Script,,CUE MUSIC,177 INT. TONY'S LAB - MONTHS LATER - NIGHT 177 Tony and Rhodey stare at a screen as the War Machine suit is being designed.
Iron_Man_Full_Script,,RHODEY,Good. And I want a Gatling gun on the right shoulder.
Iron_Man_Full_Script,,TONY,--and a rocket launcher on the left? Where are you going to store all that ammo?
Iron_Man_Full_Script,,RHODEY,"Who's suit is this anyway? (then) And do it in silver and black, would you?"
iron-man-2008,,IRON MAN,by Matt Holloway & Art Marcum and Mark Fergus & Hawk Ostby Based on the Marvel Comic Revisions by: Matt Holloway & Art Marcum Mark Fergus & Hawk Ostby John August Current Revisions by: Mark Fergus and Hawk Ostby
iron-man-2008,,MARVEL STUDIOS,: : 05/09/07 GOLDENROD #2: 05/02/07 GREEN #2: 05/01/07 YELLOW #2: 04/24/07 PINK #2: 04/13/07 BLUE #2: 04/12/07 WHITE #2: 04/05/07 TAN: 03/30/07 CHERRY: 03/23/07 /21/07 BUFF: 03/15/07 GOLDENROD: 03/12/07 GREEN: 03/09/07 YELLOW: 03/08/07 PINK: 02/28/07 BLUE: 02/20/07 WHITE: 01/24/07 ALL RIGHTS RESERVED. COPYRIGHT ©2007 . FADE IN: 1 EXT. RURAL AFGHANISTAN - DAY 1 FROM UP HIGH: a U.S. Military convoy worms through a barren vista. ROCK MUSIC swells as we drift down and enter the center Humvee. 2 INT.
iron-man-2008,,HUMMER - CONTINUOUS,"2 Three Airmen, kids with battle-worn faces. Crammed in there with them is a Man in an expensive suit, who looks teleported from Beverly Hills. He is, of course, genius inventor and billionaire, TONY STARK. In his hand is a drink tumbler of vodka."
iron-man-2008,,TONY,"Oh, I get it. You guys aren’t allowed to talk. Is that it? Are you not allowed to talk? One Airman grins, fidgeting with his orange NY Mets watch. No."
iron-man-2008,,JIMMY,We’re allowed to talk. Oh.
iron-man-2008,,TONY,I see. So it’s personal.
iron-man-2008,,RAMIREZ,I think they’re intimidated.
iron-man-2008,,TONY,"Good God, you’re a woman. The others try to compress laughs."
iron-man-2008,,TONY,"I, honestly, I couldn’t have called that. (after silence) I would apologize, but isn’t that what we’re going for here? I saw you as a soldier first."
iron-man-2008,,JIMMY,"I have a question, sir. Please."
iron-man-2008,,TONY,2 . 
iron-man-2008,,JIMMY,Is it true you’re twelve for twelve with last years Maxim cover girls?
iron-man-2008,,TONY,"Excellent question. Yes and no. March and I had a schedule conflict but, thankfully, the Christmas cover was twins. Anyone else? You, with the hand up."
iron-man-2008,,PRATT,It’s a little embarrassing.
iron-man-2008,,TONY,Join the club.
iron-man-2008,,PRATT,Can I take a picture with you?
iron-man-2008,,TONY,"Are you aware that Native Americans believe photographs steal a little piece of your soul? (then) Not to worry, mine’s long gone. Fire away. Pratt, excited, poses as another Airman snaps the photo. second later -- A A MASSIVE EXPLOSION rocks them. Through the windshield, the Humvee ahead of them erupts in a fireball. Tony is flung aside, and in the side-mirror -The Humvee behind them EXPLODES. Pandemonium as -- The Airmen are instantly in battle mode. shutting Tony inside. STAY HERE! They scramble out,"
iron-man-2008,,PRATT,"TONY’S POV - OF JIMMY: as he’s stitched by a bouncing Betty mine. Now, running past, firing a .50 cal. machine gun is -USAF Lt. Colonel JAMES “RHODEY” RHODES. He looks in."
iron-man-2008,,RHODEY,"GET DOWN, TONY. GET THE -) . 2 An EXPLOSION cuts him off. Rhodey fires through the chaos, covering all directions, then advances into the murk. Another Hummer goes up in a fireball, and now -Tony’s window blows in, spraying glass and shrapnel. scrambles for the door. 3 EXT. He TONY’S HUMVEE - SECONDS LATER Smoke. Machine gun fire. 3 Tracers zip past. SHOUTING. Tony ducks, scampering along. He spots an M-16, picks it up, but the weapon is burning hot. He drops it, moves on when-Something PINGS off a smoldering Humvee and thuds in the dirt near him. He spins and we -SNAP ZOOM TO: an RPG, revealing its pedigree, “USM 11676 STARK MUNITIONS.” Just as we suspect it’s a dud, it DETONATES and -Throws Tony back, shredding his suit and revealing his body armor underneath. Over the chatter of SMALL ARMS FIRE we -FADE TO WHITE: 4 INT."
iron-man-2008,,INSURGENT CAVE - AFGHANISTAN - DAY,"4 Tony snaps awake. He’s tied to a chair, bloody rags covering his chest. Two Insurgents flank a DV camera. Behind Tony -A line of armed hooded men and a banner showing ten interlocked rings. The Leader, a huge Choori knife in one hand, reads rhetoric (in Dari) for the camera. PUSH IN ON - THE DV CAMERA VIEWFINDER: until the image of a desperate Tony breaks up into pixel chaos. CUT TO: 5 CREDITS OVER A FULL SCREEN FILM REEL: The attack on Pearl Harbor. 5 FDR gives an impassioned speech. NARRATOR (RHODEY’S VOICE) December 7, 1941: the day the world changed forever. (MORE) 5 4. NARRATOR (RHODEY’S VOICE) (cont'd) President Roosevelt declares the United States will build fifty thousand planes to fight the armies of Hirohito and Hitler-- 5 S.S. Officers goose-step through Paris."
iron-man-2008,,NARRATOR,"Although no such capacity to build existed... 1940s L.A., an unassuming hangar reads: “STARK INDUSTRIES.”"
iron-man-2008,,NARRATOR,"Howard Stark, founder of the fledgling Stark Industries, answers his call to duty -A Young Howard Stark shakes FDR’s hand."
iron-man-2008,,NARRATOR,"And builds not fifty, but a hundred thousand planes. An airfield covered in B-29s. Stark bombers in flight, strewing bombs and paratroopers across the sky."
iron-man-2008,,NARRATOR,"Later, Stark’s work on the Manhattan project makes the end of the war possible. A mushroom cloud in the New Mexico desert. observes with Oppenheimer. Howard Stark"
iron-man-2008,,NARRATOR,"Stark Industries would go on to contribute to every major weapons system through the Cold War -Korean War, B-52s, ICBMS, nuclear subs, F-16s launching from carriers. Howard Stark with Kennedy, Johnson, Nixon."
iron-man-2008,,NARRATOR,"But Howard Stark’s greatest achievement would come in 1973-President Ford, holding baby Tony, posing with Howard. Four year-old Tony building a massive building-block city. Howard and twelve year-old Tony assembling a hot-rod engine. ) . 5"
iron-man-2008,,NARRATOR,"From early on, it was clear that Tony Stark had a unique gift-Tony working on TURBINE ENGINES in a hangar full of F-18s."
iron-man-2008,,NARRATOR,"At seventeen he graduated summa cum laude from MIT. Four years later, tragedy would pass the Stark mantle from father to son-Howard’s funeral. Tony with Reagan, Bush Sr. and Clinton."
iron-man-2008,,NARRATOR,The loss of a titan. But Tony did not let personal grief distract him from his duty -Tony cuts the ribbon on a brand new ARK REACTOR at Stark Industries West Coast HQ.
iron-man-2008,,NARRATOR,"At twenty-one, he became the youngest-ever CEO of a Fortune 500 company. And with it came a new mandate -A laser-guided bomb hits its target."
iron-man-2008,,NARRATOR,"Smarter weapons, fewer casualties. A dedication to preserving life. A visual crescendo of America’s modern military might."
iron-man-2008,,NARRATOR,"Today Tony Stark’s ingenuity continues to protect freedom and American interest around the globe. A waving American flag superimposed with an Annie Liebowitz portrait of Tony. And as it fades out, APPLAUSE, then -A light shines on a podium, revealing Lt. Colonel Rhodes. ) . 5"
iron-man-2008,,RHODEY,"As Program Manager and Liaison to Stark Industries, I’ve had the honor of serving with a real patriot, a man whose life has been dedicated to protecting our troops on the front lines. He’s a friend. And a great mentor. A man who has always been there for his friends and his country. Ladies and gentlemen, this year’s ARES Award winner -- Mr. Tony Stark. THUNDEROUS APPLAUSE. A spotlight fixes on Tony Stark -- or rather -- his empty chair. Applause wanes, lights fade up -6 REVEAL: INT. BALLROOM - CAESAR’S PALACE - LAS VEGAS - NIGHT Military brass, politicians, movers and shakers. swivel and MURMUR -- where’s Tony? 6 Heads OBADIAH STANE (50s), CFO of Stark Industries, regards the empty chair. He makes his way to the podium. Awkward."
iron-man-2008,,OBADIAH,"Thank you...I, uhhh, I’m not Tony Stark, but if I were Tony, I’d tell you how honored I am and...what a joy it is to receive this award. (then) The best thing about Tony is also the worst thing -- he’s always working. SMASH CUT TO: 7 ECU: tumbling red dice on a green felt. 7 7 REVEAL: INT. 7"
iron-man-2008,,CASINO - CAESARS PALACE - NIGHT,"Tony plays craps, a crowd erupting as they all win big. Chips pile up. Tony’s flanked on both sides by lucky ladies. In between rolls, he whispers into one Woman’s ear -TONY ...you think we’re having a ‘moment’ here, but this is actually the logical conclusion of several mathematical truisms. (MORE) 7 6A. 7 TONY (cont'd) Your hypothalamus is flooding your system with a chain of proteins called peptides, so that every cell in your body is opening itself up to the happy chemical: oxytocin."
iron-man-2008,,WOMAN,(seriously turned on) That’s...wow....
iron-man-2008,,TONY,Hold on a second -- He rolls again. The table is hot. More cheers.
iron-man-2008,,TONY,"-- so now your limbic system is positively...throbbing. A Kirlian photograph of us right now, occupying this space, would show serious subatomic particles being exchanged between us, with a rapidity that transcends-- (then) Are you getting this? You will be quizzed -And now he sees Rhodey pulling up, glowering."
iron-man-2008,,TONY,"My God, what are you, they roped you into this thing too?"
iron-man-2008,,RHODEY,Yeah. They said you’d be deeply honored if I presented.
iron-man-2008,,TONY,"Okay, let’s do it. Rhodey plops the ARES statue down on the felt."
iron-man-2008,,TONY,"That was quick. Thought there’d be more of, you know, a ceremony. Maybe a highlight reel -Tony shakes karma into the dice, rolls again. He craps out. Groans from the table, everyone staring at Rhodey the “cooler”."
iron-man-2008,,TONY,"(to the Boxman) Colore me up. (MORE) ) B. 7 TONY (cont'd) (turns others) My chaperone has just arrived with my -- (holding the ARES) -- Degenerate of the Year Award. Judging from his look, I may have just peed in the kiddie pool. The Boxman racks up Tony’s chips."
iron-man-2008,,TONY,"I must now take my ease, along with the House’s funds. He’s handed racks of chips, then tips the table Operators and heads off with Rhodey. Two hotel Security Guards fall in behind. As they meander past tables -People gawk, snap photos of Tony with their phones."
iron-man-2008,,RHODEY,A lot of people would kill to have their name on that award.
iron-man-2008,,TONY,It belongs to my old man. They should have given it to him.
iron-man-2008,,RHODEY,"What’s wrong with you? A thousand people came here tonight to honor you, and you leave them with egg on their face. This award means something, Tony, it’s bigger than you -TONY Hold that thought a sec. He’s stopped in front of a roulette wheel. chips down on, nods to wheel operator."
iron-man-2008,,TONY,Put it all on black. it’s approved. Puts all his Don’t worry -- The Wheel Operator spins -CLOSE ON - ROULETTE WHEEL: the ball finally settling on red. The Dealer scoops away Tony’s chips.
iron-man-2008,,RHODEY,...you just blew three million. ) C. 7
iron-man-2008,,TONY,Yeah. Don’t know what was more exciting -- winning it...or the fact that I don’t care I just lost it.
iron-man-2008,,RHODEY,Everything’s funny to you. No.
iron-man-2008,,TONY,You’re not funny.
iron-man-2008,,RHODEY,We’ve got a hell of a day tomorrow. Can we get out of here now?
iron-man-2008,,TONY,One more stop. CUT TO: . A8
iron-man-2008,,TONY,Of course I respect your opinion.
iron-man-2008,,RHODEY,This is no joke. You’re going into a hot zone. We should be doing this test here in Nevada.
iron-man-2008,,TONY,"This system has to be demonstrated in true field conditions. The Bathroom door swings open and VIRGINIA “PEPPER” POTTS enters, Tony’s sexy and very capable assistant."
iron-man-2008,,PEPPER,"Tony, it’s the President. Wants to congratulate you personally. Heads up. She tosses the cellphone over the top of the stall. All very routine. Rhodey listens to Tony talk, shaking his head."
iron-man-2008,,TONY,"...Jim, how’re the trout running? Yeah, sitting on top of the world here. Working on my masterpiece -A MINUTE LATER Tony washes up. As they leave, Rhodey drops money in the absent Attendant’s tip basket. Tony adds the ARES statue to the basket and follows Rhodey out. C8 INT. CASINO FLOOR - CAESAR’S PALACE - CONTINUOUS - NIGHT Hotel Guards have patrons cordoned outside the bathroom. PICK UP Tony and Pepper in mid walk-and-talk. C8 We"
iron-man-2008,,PEPPER,You’re leaving the country for a week. I need five minutes -C8 A. C8
iron-man-2008,,TONY,"Okay -- shoot. 8 EXT. . CAESAR’S PALACE - NIGHT 8 Tony heads for his waiting limo, the entourage hanging back."
iron-man-2008,,PEPPER,"(checking her tablet PC) The Board meeting is on the eleventh. Should I tell them to expect an appearance--? Mr. Stark! WOMAN’S VOICE (O.S.) Tony turns, spots CHRISTINE EVERHART, a hot young Reporter holding a recorder. Security keeps her at bay."
iron-man-2008,,CHRISTINE,"Christine Everhart, Vanity Fair Magazine. Can I ask you a few questions?"
iron-man-2008,,TONY,"Can I ask a few back? She gives him a disarming smile. Tony waves at Security to let her through. Pepper shakes her head, then takes a call."
iron-man-2008,,CHRISTINE,You’ve been described as a Da Vinci for our times. What do you say to that?
iron-man-2008,,TONY,Ridiculous. I don’t paint.
iron-man-2008,,CHRISTINE,And what do you say to your other nickname: “The Merchant of Death?”
iron-man-2008,,TONY,That’s not bad -Her gaze is suddenly cold.
iron-man-2008,,TONY,Let me guess. Berkeley? Brown.
iron-man-2008,,CHRISTINE,8 A. 8
iron-man-2008,,TONY,"Well Miss Brown, it’s an imperfect world and I assure you, the day weapons are no longer needed to keep the peace, I’ll start manufacturing bricks and beams to make baby hospitals."
iron-man-2008,,CHRISTINE,"Rehearse that much, Mr. Stark?"
iron-man-2008,,TONY,Every night in front of the mirror. Call me Tony.
iron-man-2008,,CHRISTINE,"I’m sorry, “Tony”, I was hoping for a serious answer."
iron-man-2008,,TONY,Here’s serious: my old man had a philosophy: peace means having a bigger stick than the other guy.
iron-man-2008,,CHRISTINE,"Good line, coming from the guy selling the sticks."
iron-man-2008,,TONY,My father helped defeat Hitler. He was on the Manhattan Project. A lot of people -- including your professors at Brown -- might call that being a hero.
iron-man-2008,,CHRISTINE,"Others might call it warprofiteering. Tony has to smile, this gal is relentless."
iron-man-2008,,TONY,"Tell me: do you plan to report on the millions we’ve saved by advancing medical technology? Or kept from starving with our intelicrops? All were breakthroughs spawned from, that’s right, military funding."
iron-man-2008,,CHRISTINE,"Wow. You ever lose an hour of sleep your whole life? ) B. 8 He regards her in earnest, then off her drop-dead look we -SMASH CUT TO: 9 INT. -10. TONY’S BEDROOM - STARK ESTATE - NIGHT Christine and Tony, half naked, crashing about. one attacking. They flop out of frame. 9 She’s the 10"
iron-man-2008,,REVERSE ANGLE - OUTSIDE WINDOW,"A12 As we PULL AWAY and establish Tony’s estate, perched impossibly on the cliffs above the Pacific. BACK TO: B12 . INT. TONY’S BEDROOM - SAME TIME B12 Christine pads over to the closet, tries to open it. JARVIS (O.S.) I’m sorry, Miss Everhart, you are not authorized to access that area. She jumps, freaked out, grabs for Tony’s shirt on the floor and covers herself. Just then -Pepper enters, holding dry-cleaned clothes in plastic."
iron-man-2008,,PEPPER,"(re: the voice) Don’t worry, that’s Jarvis -- he runs the house. Jarvis: deactivate security. Pepper eyes Tony’s oversized shirt on Christine."
iron-man-2008,,PEPPER,"Here, your clothes cleaned and pressed. Anything else I can get you?"
iron-man-2008,,CHRISTINE,"Look, Tony wanted me to stay for breakfast, but I’ve got to get a jump on the day. Call me a cab, would you?"
iron-man-2008,,PEPPER,"Cab’s waiting outside. A beat, then -CHRISTINE And a coffee, hon. Black. Splenda. One"
iron-man-2008,,PEPPER,(smiling sweetly) Should I tell Mr. Stark you were satisfied with the interview? 12
iron-man-2008,,PEPPER,You still owe me five minutes-TONY Five? I’ll need a bit longer than that -Focus. today.
iron-man-2008,,PEPPER,I need to leave on time
iron-man-2008,,TONY,"You’re rushing me. plans tonight? What, you have"
iron-man-2008,,PEPPER,The MIT commencement. Maybe. Yes or no?
iron-man-2008,,TONY,Tell me your plans.
iron-man-2008,,PEPPER,I’ll tell them ‘yes’. You want to buy the Jackson Pollock? He’s got another buyer in the wings -TONY What’s it look like?
iron-man-2008,,TONY,"It’s a minor work in his later Spring Period, it’s ludicrously over-priced-Buy it."
iron-man-2008,,TONY,12B. 13 She’s interrupted by her phone and taps her blue-tooth headset. Listens.
iron-man-2008,,PEPPER,He left an hour ago. Okay. up) It’s Rhodey again. (hangs
iron-man-2008,,TONY,"You have plans, don’t you --?"
iron-man-2008,,PEPPER,I’m allowed to have plans on my birthday.
iron-man-2008,,TONY,It’s your birthday again? Yep.
iron-man-2008,,PEPPER,"Funny, same day as last year."
iron-man-2008,,TONY,"Well, get yourself something from me. Something nice."
iron-man-2008,,PEPPER,Already did. And...?
iron-man-2008,,PEPPER,"It was very tasteful, very elegant. Thank you, Mr. Stark."
iron-man-2008,,TONY,"You’re welcome, Miss Potts. 14 . EXT. STARK AVIATION HANGAR - SANTA MONICA AIRPORT - DAY 14 Rhodey, in uniform, paces talking on a cellphone. Behind him a parked Boeing Business Jet reading: STARK INTERNATIONAL, “TOMORROW TODAY.” A GROWING RUMBLE and Rhodey turns to see -A Saleen S7 roaring up, stopping short of him. Seconds later-A Rolls limo arrives. Tony’s chauffeur HOGAN pops the trunk and takes out: a single overnight suitcase. The Saleen’s scissor-doors open, Tony jumps out. He heads for the Boeing, right past Rhodey."
iron-man-2008,,TONY,"Sorry, pal -- car trouble. 15 INT. . TONY’S PLANE - PARKED - DAY 15 * Rhodey, steaming, settles into his seat."
iron-man-2008,,RHODEY,"I was standing out there three hours, what the hell --?"
iron-man-2008,,TONY,I had car trouble. A hot Flight Attendant holds out steamy towels with thongs.
iron-man-2008,,TONY,"Thanks, maybe later. Rhodey grabs a towel. 16 INT. The WHINE of ENGINES build. TONY’S PLANE - FLYING - DAY 16 A Flight Attendant stops by their seats."
iron-man-2008,,ATTENDANT,"Would you like a drink, Mr. Stark?"
iron-man-2008,,TONY,Two fingers of Laphroig. (to Rhodey) You want one?
iron-man-2008,,RHODEY,We’re working.
iron-man-2008,,TONY,You should have a drink. We’ve got a twelve hour flight ahead of us.
iron-man-2008,,RHODEY,It’s two in the afternoon.
iron-man-2008,,TONY,"It’s two in the morning where we’re going. C’mon, ten hours “bottle to throttle --”"
iron-man-2008,,RHODEY,Don’t start with me.
iron-man-2008,,TONY,"Jeez, we’re not getting hammered. Just a nightcap. We’ll sleep better, arrive fresh. It’s the responsible thing to do. (MORE) 14A. 16 TONY (cont'd) I don’t know about you, but I want to sell some weapons. Off Rhodey’s stoic look, we -SMASH CUT TO: ) . 16 SMASH CUT TO: 17 INT. TONY’S PLANE - FLYING - NIGHT 17 MUSIC blares. Tony and Rhodey sip drinks, comfortably numb and oblivious to the flight attendants dancing next to them."
iron-man-2008,,RHODEY,"(a few drinks in) You don’t get it. I don’t work for the military because they paid for my education, or my father’s education. Don’t cheapen it like that."
iron-man-2008,,TONY,"All I said was, with your smarts, your engineering background, you could write your own ticket in the private sector -- on top of which, you wouldn’t have to wear that ‘straight-jacket’."
iron-man-2008,,RHODEY,"‘Straight-jacket’? This uniform means something. A chance to make a difference. You don’t respect that, because you don’t understand."
iron-man-2008,,TONY,"(motions with a nod) See that one? Her I understand. Croatian. Hot-blooded, I’m serious. Must be those winters in Zagreb -RHODEY You’re not listening to a word I’m saying."
iron-man-2008,,TONY,"I am listening. I’m changing the subject. It’s the same litany, every time you’ve had a thimble of alcohol. Drink One: reflections on the New American Century and related topics -- 15A. 17"
iron-man-2008,,RHODEY,"Something’s...seriously wrong with you, man."
iron-man-2008,,TONY,"Drink 2: a history of World War II and the Tuskeegee Flyers. Drink 3-RHODEY You know, hell with you. talking to you anymore. I’m not He undoes his seatbelt, rises, looking for somewhere else to sit."
iron-man-2008,,TONY,"Go hang with the pilot. You’ll get along, he’s got a personality just like yours. I will."
iron-man-2008,,RHODEY,"Rhodey heads to the cockpit and opens the door. RHODEY’S POV - THE COCKPIT Two empty pilot chairs, a fully-automated flight system. As Rhodey returns to his seat."
iron-man-2008,,RHODEY,That’s funny.
iron-man-2008,,TONY,You could tell? 18 EXT. .
iron-man-2008,,BAGRAM AFB - AFGHANISTAN - DAY,"18 * Tony exits the plane, fresh, fired up to greet the waiting brass. He shakes hands. Then -Rhodey appears dressed in ABUs. He’s weary, squinting at the stinging sun. Pulls his sunglasses down over bleary eyes. Three JERICHO MISSILES on a ‘flatbed’ (which have been unloaded from a military jet in the b.g.) are brought under heavy guard to a waiting convoy. The CHATTER of MACHINE GUN fire and we -CUT TO: 19 EXT."
iron-man-2008,,DESERT TEST SITE - AFGHANISTAN - DAY,19 Tony firing a N.R.F. 425 MACHINE GUN. Generals sit on folding chairs behind a safe-zone of Hescos and sand-bags. Afghani soldiers and SF (Air Force security) men patrol the perimeter. Tony puts the N.R.F. 425 gun down next to other weapons. struts before the Generals like a carnival barker. He
iron-man-2008,,TONY,"The age old question: is it better to be feared or respected? I say, is it too much to ask for both? He nods at the Jericho Missile, on a mobile launcher."
iron-man-2008,,TONY,"With that in mind, I humbly present the crown jewel of Stark Industries Freedom Line. It’s the first missile system to incorporate my proprietary Repulsor Technology. They say the best weapon is one you never have to fire. I prefer the one you only have to fire once... The Jericho ROARS into the sky from a mobile launcher."
iron-man-2008,,TONY,"That’s how dad did it, it’s how America does it, and so far its worked out pretty well. (MORE) 16A. 19 TONY (cont'd) Find an excuse to fire off one of these and I personally guarantee the enemy is not gonna want to leave their caves. FLASH TO: the Jericho, as it divides from a single missile, into scores of mini-missiles."
iron-man-2008,,ANGLE - ON TONY,A row of majestic peaks behind him. He raises his arms.
iron-man-2008,,TONY,"For your consideration, the Jericho... The mountains behind his outstretched hands explode. The shock-wave washes over Tony, blanking him with dust."
iron-man-2008,,REVERSE ANGLE,As the shock-wave erases the observing Generals with dust.
iron-man-2008,,TONY,"Now there’s one last creation I haven’t shown anyone yet. You might be interested... He opens a large silver case. Ice-smoke curls out, then -- A bottle appears. Drink glasses. As Tony pours the Generals and Afghani military officials exchange awkward glances."
iron-man-2008,,TONY,"(raises his glass) To peace, gentlemen...and with every five hundred million, I’ll throw in a free one of these... (MORE) ) 20 EXT. . 19 TONY (cont'd)"
iron-man-2008,,DESERT TEST SITE - DAY,"20 The Generals board their Humvees and depart to the East. Tony and Rhodey walk to their convoy of waiting Humvees, pointing West. Tony gets Obadiah Stane on his video-phone."
iron-man-2008,,TONY,"Hey, what are you doing up? Sleeping."
iron-man-2008,,OBADIAH,How did it go?
iron-man-2008,,TONY,I think we got an early Christmas coming.
iron-man-2008,,OBADIAH,Sounds good.
iron-man-2008,,TONY,"Hey, why aren’t you wearing the PJs I got you?"
iron-man-2008,,OBADIAH,"I don’t do monograms. up now, bye-bye. I’m hanging Stane hangs up."
iron-man-2008,,TONY,"All right, who wants to ride with me? Jimmy? Me?"
iron-man-2008,,JIMMY,"(psyched) Jazzed, Jimmy and the others jump into the lead Humvee. Rhodey approaches -- As"
iron-man-2008,,TONY,"Sorry, Rhodey, no room for my conscience in here. Or that hangdog look. (raising his glass) See you back at base. Rhodey shakes his head, and heads for a different Humvee. ROCK MUSIC is cranked up on a boom-box. slams shut -- 17A. 20 And as Tony’s door SMASH CUT TO: ) . 20 SMASH CUT TO: 21 INT. CRUDE OPERATING ROOM - CAVE - AFGHANISTAN - NIGHT Nightmarish. GARBLED VOICES. Stabbing lights. thrashes against a restraining belt. Tony Impressionistic glimpses: a red scalpel. Blood-spattered hands. Tony’s heaving chest. A boilerplate. TONY’S POV: YINSEN (60s), looks down on us, performing the “operation”. He yells to someone in Arabic, and -Tony is held down, a chloroform rag is pressed to his face. 22 INT. ."
iron-man-2008,,LAB - CAVE - DAY,"22 Tony flickers awake, disoriented. nose. He sees -- A tube protrudes from his Yinsen, humming a tune as he shaves by a broken mirror. more importantly right now -- But There is a jug of water on the table. Tony tries to speak, can’t. It’s the damn nasal tube. He pulls at it, gagging as two of feet of tubing slithers from his nose."
iron-man-2008,,TONY,"(hoarse whisper) ...water...water. Yinsen keeps humming. Tony yanks the IV from his arm and stretches for the water, but is stopped by -A wire, under his chest bandages, snapping taut."
iron-man-2008,,YINSEN,"I wouldn’t do that if I were you. Tony follows the wire with his eyes and finds, to his horror, that it’s hooked up to a car battery. He starts clawing at his chest bandages. Tony sees his ugly chest wound. Yinsen turns. It’s too much. A23 INT. ."
iron-man-2008,,LAB - CAVE - HOURS LATER - DAY,"Yinsen stirs a bubbling pot on the furnace. glances at Tony, waking up on the cot. A23 He flicks Tony eyes the bulky chest-piece protruding from his fresh bandages."
iron-man-2008,,TONY,What have you done to me?
iron-man-2008,,YINSEN,"What did I do? I removed what I could, but there’s a lot left headed for you atrial septum. Do you want a souvenir? He tosses Tony a jar with scores of bloody Christmas treelike barbs. Tony regards the ‘shrapnel’ he owns the patent to, and lets the jar drop."
iron-man-2008,,YINSEN,"I’ve seen many wounds like this in my village. The walking dead we called them, because it took a week for the barbs to reach vital organs. I anchored a magnetic suspension system to the plate. It’s holding the shrapnel in place...at least for now. Tony struggles up, sits on the cot and notices something -TONY’S POV: a surveillance camera on the cave wall."
iron-man-2008,,YINSEN,"That’s right, smile. (then) We met once -- at a technical conference in Bern."
iron-man-2008,,TONY,I don’t remember.
iron-man-2008,,YINSEN,"You wouldn’t. If I’d been that drunk, I wouldn’t have been able to stand, much less give a talk on integrated circuits."
iron-man-2008,,TONY,"Where are we --? 20A. A23 The door-slat flies opens and a pair of dark eyes stare in. Yinsen drops his spoon, puts his hands on his head. Stand up!"
iron-man-2008,,YINSEN,"Do as I do. Now! Tony gets to his feet, can’t gets his hands up. him. Yinsen helps"
